Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Heartbeat,2013,269840,4,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,79,Rap
The Great American Success Story,1986,218000,4,0.498,0.69,9,-13.416,1,0.0358,0.00559,1.32e-05,0.286,0.636,75.689,11,Rock
Polynomial-C,1992,286506,4,0.224,0.803,1,-10.739,1,0.0553,0.63,0.935,0.0926,0.551,72.287,43,EDM
An Everlasting Love,1978,250000,4,0.665,0.686,9,-6.542,1,0.0384,0.299,0.0,0.145,0.919,125.357,54,Pop
Living Forever,1991,341000,4,0.605,0.655,3,-7.637,1,0.0245,0.0622,0.156,0.146,0.412,100.006,31,Rock
Iron Maiden,2000,286653,4,0.753,0.724,8,-6.524,1,0.331,0.37,0.00124,0.431,0.697,102.988,47,Rap
Cattle Call,1955,162333,3,0.428,0.186,3,-12.286,1,0.0275,0.943,3.83e-05,0.108,0.497,78.629,48,Country
Dead Flowers - Live,1965,218000,4,0.747,0.454,11,-10.758,0,0.0327,0.0935,0.219,0.118,0.909,98.995,36,Rock
The Preacher/More Than I Can Stand Medley,1972,383080,4,0.427,0.567,2,-7.927,1,0.0684,0.457,3.6e-06,0.182,0.494,116.895,14,R&B
Candle In The Wind,1988,228000,4,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,68,Pop
Put Your Head on My Shoulder,1959,154000,3,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,67,Pop
I Wanna Be A Homosexual (2023 Remaster),2023,185493,4,0.265,0.921,4,-6.504,1,0.0515,0.00929,0.00888,0.093,0.768,148.68,23,Punk
(What A) Wonderful World,1960,125440,4,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,63,R&B
Sweetness,2001,220026,4,0.487,0.898,5,-4.436,1,0.038,0.00305,0.0,0.26,0.597,135.331,68,Alt. Rock
Step In the Name of Love - Remix,2003,432146,4,0.775,0.53,1,-6.564,0,0.119,0.2,0.0,0.231,0.775,94.985,47,R&B
Hung Up,2013,220000,4,0.443,0.726,7,-3.745,1,0.167,0.416,0.0,0.369,0.37,119.824,36,EDM
Bismarck,2015,313984,4,0.505,0.859,6,-5.546,0,0.0431,0.00346,0.0012,0.263,0.434,95.036,62,Metal
Can’t You See That She’s Mine,1964,142000,4,0.524,0.827,7,-8.017,1,0.16,0.0929,5.82e-05,0.259,0.867,164.893,31,Pop
Goin' Down South,1996,191960,4,0.809,0.583,8,-7.228,1,0.0293,0.000291,0.113,0.258,0.728,96.415,40,Blues
Earwigs to Eternity,1969,79000,4,0.353,0.391,4,-13.82,1,0.0422,0.865,0.0,0.21,0.596,103.961,9,Rock
Barefootin’,1966,252000,4,0.442,0.671,4,-5.718,0,0.0383,0.0319,1.09e-06,0.0715,0.81,208.315,33,Pop
Good Times,1979,169000,4,0.66,0.706,5,-5.219,1,0.0291,0.092,0.0,0.129,0.453,114.991,74,Pop
Romeo’s Tune,1980,210000,4,0.584,0.712,9,-5.826,1,0.0295,0.406,0.00864,0.292,0.711,95.023,4,Pop
Waterfalls,1995,279506,4,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,74,R&B
Can't Find My Way Home,2005,204000,4,0.451,0.608,7,-6.712,1,0.0299,0.113,5.94e-06,0.105,0.264,179.28,28,Rock
Possessed To Skate,1988,154133,4,0.161,0.902,2,-10.844,1,0.0662,0.000157,0.0438,0.348,0.437,185.65,40,Metal
On Top (feat. T-Shirt),2016,231106,4,0.517,0.757,6,-5.423,1,0.232,0.0097,5.53e-05,0.145,0.308,92.533,50,EDM
Work-Rest-Play-Die,1983,172866,4,0.317,0.812,1,-6.613,1,0.305,0.245,0.0,0.137,0.339,169.234,28,Punk
Don’t Play That Song (YOU Lied),1970,174000,4,0.699,0.454,1,-11.062,0,0.0505,0.74,0.0,0.166,0.692,110.566,37,Pop
Tearing Everyone Down,2006,175673,4,0.484,0.988,1,-3.227,0,0.0467,0.0295,1.2e-05,0.221,0.564,109.456,38,Punk
Connected,1993,196000,4,0.135,0.00134,2,-42.95,1,0.0496,0.969,0.972,0.0884,0.0372,141.488,66,Pop
Party Starter,2005,249040,5,0.683,0.846,11,-3.742,0,0.254,0.06,0.0,0.0423,0.699,121.8,40,Rap
Sometimes When We Touch,1978,252000,4,0.591,0.345,2,-11.007,1,0.0391,0.691,1.87e-06,0.0851,0.264,119.333,63,Pop
Cum On Feel The Noize,1983,290000,4,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,69,Pop
Everybody Hurts,1992,320266,3,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,73,Alt. Rock
Slippin' Into Darkness,1971,227373,4,0.676,0.625,4,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,49,R&B
Baby Please Don't Go,1947,173706,4,0.576,0.0931,9,-21.228,1,0.0441,0.991,0.583,0.109,0.834,84.023,28,Blues
Bloody Revolutions - Remastered,2000,376080,4,0.534,0.797,2,-7.182,1,0.188,0.00854,0.000822,0.381,0.428,143.708,23,Punk
Broken Home,2002,222840,4,0.576,0.914,6,-5.034,1,0.0515,0.00177,0.000575,0.0914,0.471,94.521,46,Alt. Rock
I Feel for You,1984,343400,4,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,60,R&B
Rump Shaker,1992,312000,4,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,57,Pop
Afternoon Delight,1976,193000,4,0.486,0.443,5,-11.728,1,0.0301,0.492,0.0,0.101,0.785,147.206,61,Pop
Through The Years,1981,262079,4,0.557,0.475,0,-7.115,1,0.0268,0.241,0.0,0.139,0.243,130.782,55,Country
Count Every Star,1950,175600,3,0.317,0.217,7,-15.541,1,0.0333,0.968,2.3e-06,0.0972,0.42,140.487,19,R&B
White Noise,1980,117773,4,0.228,0.846,7,-8.148,1,0.0769,1.3e-05,0.38,0.401,0.462,135.697,23,Punk
How Do I Live,1997,266000,4,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,67,Pop
Not Tonight (feat. Carl Carlwell),1987,236266,4,0.904,0.646,7,-7.606,1,0.0625,0.0896,0.000313,0.0793,0.89,101.3,41,Jazz
Me And Jesus - Single Version,1972,200000,4,0.55,0.508,7,-14.588,1,0.0327,0.836,3.69e-05,0.397,0.896,150.975,34,Country
Heart of a Giant (with Rod Wave),2020,168765,4,0.802,0.588,8,-6.768,1,0.137,0.498,0.0,0.111,0.522,87.501,54,Rap
Endless Love (with Mariah Carey),1994,259665,4,0.413,0.477,10,-7.748,1,0.0264,0.747,2.39e-06,0.122,0.241,95.958,62,R&B
Davidian,1994,296626,3,0.278,0.937,7,-6.952,1,0.168,0.000535,0.118,0.227,0.29,154.244,57,Metal
Because I Love You (THE Postman Song),1991,306000,4,0.22,0.339,1,-8.082,1,0.037,0.812,0.0,0.139,0.0887,61.764,23,Pop
December,1995,197000,4,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,74,Pop
I Miss My Homies,1997,325000,4,0.828,0.656,0,-6.958,1,0.202,0.0952,0.0,0.408,0.617,125.567,38,Pop
It’s Not Love (Re-Recorded / Remastered),1985,303386,4,0.691,0.717,6,-5.856,0,0.0457,6.26e-05,0.0,0.071,0.695,115.034,13,Metal
Roll in My Sweet Baby's Arms,1951,159533,4,0.38,0.787,6,-5.629,1,0.0569,0.493,1.15e-05,0.389,0.856,164.834,22,Country
Cryin’,1993,201000,4,0.543,0.808,10,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,65,Pop
Live To Tell,1986,351000,4,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,59,Pop
The Lover In Me,1989,301000,4,0.818,0.808,7,-8.536,0,0.0467,0.0274,0.0,0.0592,0.931,115.221,28,Pop
Take It Or Leave It,2001,196066,4,0.43,0.913,2,-6.203,0,0.0389,0.000959,0.369,0.137,0.481,154.06,46,Alt. Rock
Baby I’m Yours,1993,152000,4,0.462,0.595,2,-9.363,1,0.0347,0.215,0.0,0.184,0.64,113.719,70,Pop
Teenage Lobotomy - 2017 Remaster,1977,121413,3,0.494,0.849,9,-2.306,1,0.0397,0.00092,0.0043,0.0598,0.97,184.666,42,Alt. Rock
Emma,1975,220000,4,0.669,0.613,4,-11.12,0,0.036,0.487,0.176,0.132,0.566,110.668,67,Pop
Icarus,2015,214653,4,0.479,0.829,1,-2.284,0,0.0514,0.000208,0.365,0.12,0.146,126.104,41,EDM
It Could Happen To You - 2001 Digital Remaster/The Rudy Van Gelder Edition,1958,286213,4,0.598,0.0479,0,-16.347,1,0.0359,0.985,0.944,0.108,0.222,58.731,10,Jazz
Broken Hearted Melody,1959,146360,4,0.433,0.512,7,-10.018,1,0.0345,0.837,0.0,0.185,0.794,132.38,50,Jazz
Can’t Stay Away From You,1988,151000,3,0.292,0.242,2,-17.34,1,0.032,0.931,0.905,0.361,0.24,144.358,0,Pop
Got My Mind Set On You,1988,234000,4,0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,76,Pop
I Feel So Good,1965,174573,4,0.671,0.455,2,-7.104,0,0.0356,0.811,1.23e-05,0.226,0.695,113.571,29,Blues
"Autumn Leaves - Original Edited Concert - Live at Sunset School,Carmel-by-the-Sea,CA,September 1955",1955,393773,4,0.419,0.193,11,-18.959,1,0.035,0.935,0.887,0.74,0.112,68.049,23,Jazz
Just Once In My Life,1965,227000,4,0.321,0.403,2,-13.115,1,0.0344,0.666,0.341,0.189,0.26,94.675,32,Pop
Ringo,1965,209000,4,0.78,0.921,4,-2.382,0,0.0796,0.139,0.0,0.347,0.828,119.998,56,Pop
GET UP,2008,245786,4,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,57,Metal
Save the Overtime (For Me),1978,281946,4,0.847,0.627,9,-10.933,1,0.0326,0.0177,0.00184,0.105,0.965,109.204,31,R&B
Walk Away Renée,1966,164000,4,0.405,0.563,9,-7.313,1,0.033,0.735,0.0,0.198,0.592,117.777,46,Pop
I Second That Emotion,1968,161000,4,0.711,0.663,2,-9.262,1,0.0308,0.26,1.2e-06,0.0291,0.896,96.812,57,Pop
Run,2018,218783,4,0.507,0.779,0,-5.763,1,0.0333,0.00389,0.02,0.398,0.109,145.02,44,EDM
How Much I Feel,1978,283000,4,0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,65,Pop
Thought I’d Died And Gone To Heaven,1992,348000,4,0.44,0.738,4,-8.193,1,0.0295,0.0673,0.0,0.0988,0.535,174.382,38,Pop
Because You're Young,1983,225893,4,0.269,0.88,0,-4.181,1,0.0366,0.00138,1.99e-05,0.157,0.569,185.545,38,Punk
Love Machine,1976,236000,4,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,74,Pop
Cotton Fields,1940,126000,4,0.686,0.41,2,-10.369,1,0.114,0.909,0.000168,0.195,0.873,119.954,20,Blues
My Maria,1973,208000,4,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,73,Pop
Got To Choose,1974,234000,4,0.449,0.676,6,-6.453,1,0.0366,0.0737,0.0593,0.235,0.567,109.93,31,Rock
U.S.A.,1982,83000,4,0.377,0.945,1,-5.843,0,0.0674,0.0239,0.109,0.314,0.324,173.206,27,Punk
Rockin' With The Rhythm Of The Rain,1986,160333,4,0.766,0.588,0,-6.204,1,0.0296,0.121,0.0,0.0769,0.782,143.16,52,Country
"Christopher,Mr. Christopher",1974,240000,4,0.347,0.657,2,-6.445,1,0.0284,0.00272,0.0141,0.068,0.274,87.914,12,Rock
Down on the Street - 2005 Remaster,2005,223760,4,0.591,0.746,2,-7.066,1,0.0265,0.000107,0.527,0.195,0.857,131.377,46,Punk
Bobby’s Girl,1963,38000,4,0.616,0.314,7,-16.261,1,0.0427,0.786,0.0,0.184,0.145,120.01,17,Pop
Beneath Still Waters,1979,222946,4,0.481,0.346,2,-9.822,1,0.0275,0.69,0.000594,0.122,0.297,73.646,26,Country
Stranded In The Jungle - Alternate Version,1973,243866,4,0.469,0.546,9,-9.277,1,0.0998,0.164,0.000566,0.0881,0.547,132.353,27,Punk
Good Life (with G-Eazy & Kehlani),2018,225525,4,0.565,0.771,1,-5.22,1,0.213,0.00464,0.0,0.0568,0.573,168.385,55,Rap
I'm So Lonesome I Could Cry,1949,168773,3,0.678,0.218,4,-13.084,1,0.0288,0.874,0.000697,0.125,0.652,110.964,56,Country
Fame,1980,261000,4,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,61,Pop
Interstate Love Song,1994,193613,4,0.214,0.947,4,-5.053,1,0.0509,0.000553,0.00322,0.238,0.484,170.748,53,Alt. Rock
Climax,2012,232906,4,0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877,59,R&B
Rebel Girl,1993,157333,4,0.435,0.939,8,-3.845,0,0.111,0.0122,0.00466,0.0614,0.559,134.938,57,Punk
Bad Bad Boy,1973,237000,4,0.621,0.916,2,-4.926,1,0.0348,0.00192,1.15e-05,0.275,0.877,127.616,32,Metal
We Are Family,1979,216000,4,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,70,Pop
Don't Lose Your Head,1986,278000,4,0.534,0.918,9,-6.008,0,0.0708,0.00506,0.156,0.258,0.304,119.935,12,Rock
Nothing But Love - Axwell vs Daddy's Groove Remix,2011,370521,4,0.64,0.842,6,-3.965,0,0.0505,0.132,0.19,0.103,0.578,128.968,13,EDM
Don't Explain,1963,366973,4,0.529,0.0638,5,-16.697,1,0.0373,0.954,0.184,0.102,0.151,55.489,32,Jazz
I Don’t Know How To Love Him,1971,220000,4,0.408,0.417,2,-7.099,1,0.0269,0.259,1.1e-06,0.154,0.34,71.334,31,Pop
1969 - 2019 Remaster,2019,247840,4,0.485,0.829,2,-5.251,1,0.0524,0.000176,0.0229,0.178,0.726,106.98,42,Punk
Longview,1994,233240,4,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,67,Alt. Rock
Get Ready,1966,164160,4,0.591,0.737,7,-5.867,1,0.0386,0.404,0.0,0.108,0.878,133.025,61,R&B
Who Can I Run To,1995,216000,4,0.71,0.545,4,-9.599,1,0.0588,0.483,0.0,0.0644,0.632,140.233,56,Pop
Waitin' In Your Welfare Line,1966,141133,4,0.744,0.44,6,-9.276,1,0.0384,0.734,0.000618,0.0687,0.802,119.48,26,Country
Crack the Skye,2009,354306,4,0.312,0.976,0,-5.324,1,0.093,9.59e-06,0.861,0.0945,0.0692,122.755,39,Metal
Baby I Love You,1967,249000,4,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,69,Pop
Avenues & Alleyways,1994,192098,4,0.351,0.975,7,-5.109,1,0.148,0.00726,0.000113,0.238,0.174,164.46,37,Punk
Somewhere I Belong,2003,213933,4,0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,71,Alt. Rock
Hooked On A Feeling,1969,172000,4,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,68,Pop
Al Di Là,1962,210000,4,0.549,0.502,0,-5.972,1,0.0405,0.299,0.0,0.764,0.291,129.842,82,Pop
Dreamin’,1989,314000,4,0.553,0.458,8,-10.796,1,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,67,Pop
Four Walls,1957,168640,3,0.388,0.157,9,-15.955,1,0.0291,0.848,2.41e-05,0.309,0.227,95.965,32,Country
This Kiss,1999,194000,4,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,67,Pop
Marie Laveau,1974,189026,4,0.593,0.521,9,-10.326,1,0.0358,0.872,0.0,0.714,0.855,117.805,45,Country
Sweet City Woman,1971,207000,4,0.696,0.736,7,-7.283,1,0.048,0.255,0.0,0.117,0.917,88.133,59,Pop
I Mean It (feat. Remo),2018,236480,4,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,66,Rap
Plain Jane,2017,173600,4,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,70,Rap
Cherish,1985,290600,4,0.562,0.249,1,-18.652,1,0.0253,0.375,0.0,0.352,0.31,95.283,51,R&B
Too Loud - 2006 Remaster,1985,248000,4,0.719,0.71,5,-8.333,0,0.0305,0.0258,4.53e-05,0.148,0.782,109.041,12,Rock
Hallowed Be Thy Name,1982,431000,4,0.311,0.881,0,-6.215,1,0.0362,0.0336,0.344,0.45,0.302,104.235,53,Metal
Heartbreaker,1999,222000,3,0.489,0.608,5,-5.329,1,0.0274,0.0143,0.0,0.193,0.352,148.117,74,Pop
Love Ain't No Stranger,1984,253000,4,0.371,0.557,11,-14.184,0,0.0502,0.0981,0.000318,0.115,0.281,125.823,37,Metal
Nice to Know You,2001,283160,4,0.515,0.864,2,-5.384,1,0.0478,0.00182,7.32e-05,0.108,0.232,153.966,58,Alt. Rock
Hawaii Five-O,1969,113000,4,0.518,0.782,9,-9.753,1,0.0631,0.265,0.654,0.0769,0.861,163.647,49,Pop
Satin Doll - Live,1957,564613,4,0.654,0.181,0,-17.935,1,0.0426,0.813,0.623,0.263,0.399,131.288,5,Jazz
Oleo - RVG Remaster,1956,312480,4,0.591,0.318,7,-12.551,0,0.0471,0.797,0.0247,0.108,0.705,111.995,29,Jazz
Six Pack,1982,140493,4,0.33,0.784,2,-15.285,1,0.19,0.157,2.08e-05,0.58,0.196,115.402,47,Punk
Top Of The World,1974,189000,4,0.635,0.926,0,-5.589,1,0.15,0.0892,4.4e-06,0.0928,0.771,100.043,70,Pop
Swing My Way,1998,249000,4,0.557,0.865,9,-6.075,0,0.139,0.00323,0.0,0.106,0.501,139.382,52,Pop
I'm A Survivor,2001,187373,4,0.571,0.617,2,-5.032,1,0.0348,0.328,0.0,0.115,0.574,88.154,54,Country
I Fall In Love Too Easily,1955,201440,4,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,65,Jazz
"Runaway Child,Running Wild",1969,286000,4,0.533,0.49,5,-12.775,0,0.0441,0.211,1.67e-05,0.0749,0.806,107.962,31,Pop
A Different Corner,1986,243000,4,0.263,0.286,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001,52,Pop
Wishing Well,1988,194000,4,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,77,Pop
Love Is Blue,1968,403000,4,0.269,0.591,10,-5.79,0,0.0416,0.453,0.000695,0.0702,0.228,183.793,61,Pop
My Prerogative,1989,291000,4,0.753,0.62,9,-10.544,1,0.0524,0.0657,0.0,0.27,0.676,110.171,59,Pop
Bust A Move,1989,263000,4,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,64,Pop
Indian Giver,1969,175000,4,0.807,0.776,6,-6.397,0,0.361,0.0107,1.74e-05,0.289,0.624,166.067,28,Pop
Get Organ-ized/Get Reorgan-ized,1994,268000,4,0.146,0.773,6,-10.686,1,0.0771,0.00122,0.887,0.728,0.0759,90.158,29,Rock
Love Potion No. 9,1965,113000,4,0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,53,Pop
The House Of House,2013,267040,4,0.565,0.892,3,-5.221,0,0.0672,0.144,0.801,0.0385,0.0764,139.957,45,EDM
Sonnet,1997,261360,4,0.433,0.725,0,-7.296,1,0.0244,0.12,4.34e-05,0.225,0.376,89.059,64,Alt. Rock
Muddy Bottom Blues,2008,260133,4,0.386,0.873,11,-7.484,0,0.0516,0.0765,0.334,0.355,0.782,202.707,14,Blues
Paranoia,2013,275281,4,0.472,0.282,1,-12.309,1,0.306,0.317,0.000158,0.107,0.123,69.985,48,Rap
I Am Above,2014,229816,4,0.544,0.98,10,-4.494,0,0.109,3.32e-05,6.62e-06,0.0689,0.193,120.026,48,Metal
"Yours Truly,2095",1981,191000,4,0.49,0.666,9,-12.496,0,0.043,0.289,0.000418,0.355,0.707,144.59,41,Rock
Wildwood Flower,1928,195040,4,0.696,0.299,4,-11.554,1,0.0299,0.98,0.0215,0.21,0.42,95.282,36,Country
Magnet And Steel,1978,204000,3,0.719,0.395,1,-9.581,0,0.0335,0.349,5.07e-05,0.0716,0.718,113.036,49,Pop
You Should Be Mine (DON’T Waste Your Time),1997,287000,4,0.77,0.519,1,-7.594,1,0.035,0.00417,0.000431,0.285,0.65,94.774,31,Pop
In The Jailhouse Now,1955,125906,4,0.66,0.459,4,-6.038,1,0.0342,0.884,0.0,0.117,0.843,79.71,36,Country
Can’t Fight This Feeling,1985,294000,4,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,73,Pop
Me And You,2013,247480,4,0.418,0.923,0,-3.747,1,0.0394,8.16e-05,0.862,0.167,0.247,144.047,38,EDM
Bobbie Sue,1982,173000,4,0.787,0.749,7,-12.695,1,0.041,0.33,0.0386,0.096,0.97,134.034,42,Pop
The Preacher - Remastered 2004,1955,258546,4,0.558,0.399,5,-8.905,1,0.0326,0.915,0.877,0.147,0.6,92.433,21,Jazz
Ava Adore,1998,270893,4,0.604,0.844,8,-6.003,1,0.0597,0.000401,0.214,0.0484,0.791,160.318,59,Alt. Rock
Gold (feat. Yuna),2016,257044,4,0.479,0.675,9,-4.893,0,0.0413,0.0319,0.00536,0.128,0.189,145.022,46,EDM
Accidents Will Happen,1979,181720,4,0.608,0.597,0,-11.115,1,0.0276,0.0441,0.00342,0.285,0.736,120.077,37,Alt. Rock
Circles,2019,215280,4,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,85,Rap
Otherside,1999,255373,4,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,81,Alt. Rock
Iris,1998,289533,3,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,88,Alt. Rock
Baby Please Don't Leave Me,1992,322440,4,0.211,0.709,5,-9.784,1,0.0572,0.965,0.913,0.248,0.379,86.86,9,Blues
I Love Music,1975,413066,4,0.643,0.838,0,-8.063,0,0.0455,0.0523,6.15e-05,0.328,0.923,127.612,50,R&B
Across The Room,2018,283537,4,0.565,0.589,6,-5.967,1,0.0309,0.0158,2.45e-05,0.111,0.261,82.037,60,EDM
Hey Ya!,2003,235213,4,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,84,Rap
Hard Hearted Woman,1953,168973,4,0.379,0.463,2,-12.467,1,0.05,0.827,0.000473,0.0789,0.677,84.056,15,Blues
From Here To Eternity,2022,337000,3,0.314,0.754,3,-4.618,0,0.0328,0.000195,0.0227,0.37,0.246,184.074,32,Rock
Forever and One (Neverland),1996,234533,3,0.176,0.703,8,-7.097,0,0.0417,0.0697,4.99e-06,0.247,0.404,185.878,52,Metal
Crash into Me,1996,316466,4,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,65,Alt. Rock
Up Again (feat. Rae Morris) - Drumsound & Bassline Smith Remix,2015,208649,4,0.459,0.887,8,-4.54,1,0.0394,0.00793,0.0,0.126,0.426,171.968,16,EDM
My Heart Will Go On,1998,280000,1,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,75,Pop
Falling Apart,2002,188919,4,0.528,0.942,3,-2.825,0,0.0512,8.26e-05,0.0,0.344,0.42,110.061,65,Alt. Rock
SIAW,2019,274285,4,0.805,0.84,1,-4.527,1,0.102,0.00172,0.52,0.0751,0.411,126.019,29,EDM
Mojo Boogie - Remastered,1984,293400,4,0.504,0.906,2,-5.778,1,0.0668,0.00566,0.00018,0.127,0.908,122.261,36,Blues
Everyday,2018,204746,4,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,63,Rap
Down On Bended Knee,1981,204693,1,0.534,0.674,0,-9.632,1,0.0475,0.535,0.00495,0.141,0.682,109.797,1,Blues
Friends,1989,230000,3,0.328,0.608,11,-6.368,0,0.038,0.0117,6.45e-06,0.108,0.0796,107.384,81,Pop
Rock and Roll - Remaster,2007,220000,4,0.317,0.879,9,-7.533,1,0.0406,0.00091,0.00142,0.0972,0.849,169.534,47,Rock
Signed Sealed Delivered I'm Yours,1970,158266,4,0.645,0.694,5,-8.553,1,0.0318,0.0255,0.0,0.0805,0.813,109.068,25,R&B
Roses,2015,226738,4,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,73,EDM
Heartbeat,1986,269000,4,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,79,Pop
Call It Stormy Monday But Tuesday Is Just As Bad,1947,183026,4,0.621,0.134,0,-15.836,1,0.0496,0.853,0.0568,0.0412,0.44,103.782,44,Blues
Next Door To An Angel,1962,146000,4,0.763,0.931,6,-4.163,0,0.0576,0.723,0.0,0.164,0.962,123.773,37,Pop
Like A Prayer,1989,342000,4,0.625,0.842,5,-5.285,1,0.0376,0.264,2.12e-05,0.181,0.26,111.038,75,Pop
Wildflower,1973,261000,4,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,90,Pop
It's So Hard To Say Goodbye To Yesterday,1991,168626,3,0.3,0.224,4,-11.079,1,0.0265,0.915,0.0,0.159,0.286,87.1,49,R&B
Stuart,1985,140200,3,0.546,0.655,5,-11.305,1,0.0732,0.0581,0.0,0.216,0.854,129.298,31,Punk
A Whiter Shade Of Pale,1967,248000,4,0.249,0.66,0,-6.904,1,0.0343,0.514,0.00271,0.0891,0.427,149.822,61,Pop
Drive It Like You Stole It,2014,356453,4,0.608,0.68,5,-8.953,0,0.0818,0.106,0.934,0.31,0.419,85.962,41,EDM
Reflections,1967,169893,4,0.687,0.45,1,-10.379,1,0.0258,0.273,0.0,0.0694,0.752,99.832,47,R&B
The Best,1989,330253,4,0.651,0.87,0,-5.149,1,0.0318,0.103,0.00815,0.0979,0.729,103.857,63,R&B
Fried Hockey Boogie,1968,668106,4,0.424,0.509,9,-11.808,0,0.0634,0.0228,0.183,0.115,0.405,137.106,26,Blues
In Between Days,1985,178066,4,0.525,0.914,9,-3.377,1,0.0357,0.0412,0.0126,0.212,0.7,142.503,35,Alt. Rock
A Hard Road,1978,364000,4,0.297,0.792,1,-11.463,0,0.0361,0.00194,0.301,0.268,0.408,127.851,26,Rock
Speedy Gonzales,1962,204000,4,0.586,0.945,2,-6.465,1,0.165,0.136,2.18e-06,0.89,0.849,181.983,46,Pop
Wow,1955,202400,4,0.411,0.273,7,-14.814,0,0.0506,0.97,0.448,0.349,0.678,174.876,8,Jazz
Ornithology,1946,282200,4,0.475,0.689,9,-9.351,0,0.054,0.532,0.00427,0.969,0.823,117.407,35,Jazz
SOS,1975,202000,4,0.415,0.713,5,-5.55,1,0.0278,0.251,0.00197,0.289,0.579,125.056,66,Rock
Three Days,1990,648506,4,0.286,0.837,9,-8.711,1,0.083,0.00445,0.0859,0.116,0.315,106.711,39,Alt. Rock
Spiral,2016,304000,4,0.706,0.336,4,-11.701,0,0.0312,0.558,0.0233,0.111,0.473,81.082,13,Rock
How Can I Refuse,1983,232000,4,0.664,0.569,4,-10.427,1,0.0325,0.0182,1.41e-05,0.0951,0.705,132.593,32,Rock
